0be5ce8aa0bbbc48c854a8ef89987f7cc471e958c43e88291f5ddc9027f39872,compensacion.bancoccidente.com.pa,true,,752
d4ebb84857180fefc4e8328492c1ba1d040b436d7617120444402da60be835f1,mail.armada.mil.co,true,,576
c7d92eed0ba2edb454fe96107c3029363cb7dcb68f148601ecd53d4291f16ad1,www.vaxjo.se,true,,495
7cfabee918bbca963e073405ce0478a04b3b5c3de27bbc85f31ca0c1d58360f2,iptsvc-client-pp.schwab.com,true,,495
48e51ea21c84b8673bcc6cf4848e77372bc9463d12c2331f9f63c7276a2e4c51,private.spectrumconsortium.org,true,,466
15eaf6e8707276cb7c1af36ffc90b2b7681fa1eb95f23589e52044b267fa7d0a,www.fanlytics.com,true,,486
742dd74421a3658139e3827d758e627bd8525afb806ffa3250d2b4865588c2de,www.dco-loans-uat-ca.p2g.netd2.hsbc.com.hk,true,,491
b0bd081493b54556e4b5eb5dd205e4090660048e201d87cc4c16643c751537fe,fido.uplus.co.kr,true,,457
3953d40bd70e77a3838c88e77e10181bd0d8a31828fd761a67ad18014cf1bc4b,www.csf-solutions.com,true,,449
caefe770c80b034deb8d43f92c42be015ec9bfba7d0fff3be6d00c2186f6e878,www.office.sevenval.de,true,,456
d88f87284eaaa1c0ce863d688e9d031c282f44757d4c5be7bcea046a5a05d2c1,cast.elisaviihde.fi,true,,450
55c9d8a03638fcb97b023ed38b49a53b5bdb6d30da51e97ac019393ce8cc6dc1,transhubindo.com,true,,473
a0ad448c74fcf6a8bb4b798f2fdbb2ec54c4a404d365da0068cd7d5a3e6f6a26,jamur.info,true,,459
c53da086c08ef91832fd994858ea308b0ae160829245ccf4f882c1f0d8eed36d,adfdreporting.nmcrs.org,true,,291
db286cba202328244eefbbc360790b821b4100cca6dba724699d5e7621ba7b36,www.libproxy1.nus.edu.sg,true,,270
23ac33ed301bd9e3520dab84964532c393d334eac793b3020e6f6527bb8378b0,loudeo.co,true,,448
033b70613103f59b452277b5b92f79a12df8329c01f434ced73a8a5d711276ac,office.surfdrive.nl,true,,465
84f3e9f66b87c58c04df0a165499446bdf688922d8067f9ac3d95c7a2d8c07c6,artdatis.nl,true,,342
678af47d15d96c304133e8e5c4779bacb25adef2c73eb15d786b7c9d56079186,laserfiche.downstate.edu,true,,293
3e108cd9bf37383d7d63d149b03a48b4aae006a3506e2472eb1053841f18a408,skymib.net,true,,681
41269dfeea179bdd9fce38c11fc7c695d7158a371a8ef0e402fb5275675129a5,instantverification.citi.com,false,SEC_ERROR_EXPIRED_CERTIFICATE,522
2c1ee87372ac84f378c8bf77288f2a43b497159d1e975291ffeb861b62781ea8,sfta.sra.com,true,,306
